"artist","name","song","person","sentence","year","highestRank"
"Nas","Jordan","Street Dreams",TRUE,"I thought Jordan's and a gold chain was living it up","1996","22"
"Nas","Trina","Street Dreams",TRUE,"Trina got the fishscale between her","1996","22"
"NAS","Shaquille","It Ain't Hard To Tell",TRUE,"It ain't hard to tell, I kick the skill like Shaquille holds a pill","1994","91"
"NAS","Heaven","NAS Is Like",FALSE,"Heaven and hell, rap legend, presence is felt","1999","86"
"NAS","Mac","NAS Is Like",FALSE,"That depends, carry Mac-10's to practice my aim","1999","86"
"NAS","Mike","NAS Is Like",TRUE,"\Nas is like\"" Iron Mike messiah type""","1999","86"
"NAS Featuring Ginuwine","Bentley","You Owe Me",FALSE,"Links, minks, Bentley, it's all with mine","2000","59"
"NAS Featuring Ginuwine","Goldie","You Owe Me",TRUE,"Mack like Goldie, it's the same story","2000","59"
"NAS Featuring Puff Daddy","Bill","Hate Me Now",TRUE,"Expandin' more to the big screen, Bill Gates dreams","1999","62"
"Nat King Cole","Jack","The Christmas Song (Merry Christmas To You)",TRUE,"Jack Frost nipping at your nose","1960","38"
"Natalie","Baby","Goin' Crazy",TRUE,"Baby if I ever get the chance to be with you again","2005","13"
"Natalie","Baby","Goin Crazy",TRUE,"Baby if I ever get the chance to be with you again","2005","80"
"Natalie Cole","Heaven","A Little Bit of Heaven",FALSE,"Heaven's right here for us","1985","81"
"Natalie Cole","Baby","Our Love",TRUE,"Baby, baby our love","1978","10"
"Natalie Cole","Adam","Pink Cadillac",TRUE,"They say Eve tempted Adam with an apple","1988","5"
"Natalie Cole","Eve","Pink Cadillac",TRUE,"They say Eve tempted Adam with an apple","1988","5"
"Natasha Bedingfield","Byron","These Words",TRUE,"Read some Byron, Shelly, and Keats","2005","17"
"Natasha Bedingfield","Shelly","These Words",TRUE,"Read some Byron, Shelly, and Keats","2005","17"
"Natasha Bedingfield Featuring Sean Kingston","Baby","Love Like This",TRUE,"Baby, now I know why","2007","11"
"Naughty By Nature","Jo-Jo","Hip Hop Hooray",TRUE,"Peace to Jesette, Jobete, Jo-Jo, Genae, and every hood gee!","1993","8"
"Naughty By Nature","Lou","Hip Hop Hooray",TRUE,"Your style is older than Lou Rawls!","1993","8"
"Naughty By Nature","Parker","Hip Hop Hooray",TRUE,"Fools get foolish neither them or Parker Lewis knew us","1993","8"
"Naughty By Nature","Kitty","Written On Ya Kitten",TRUE,"Kitty","1993","93"
"Naughty By Nature","Martin","Written On Ya Kitten",TRUE,"Name is written like a Martin lit that kitten with a candle","1993","93"
"Naughty By Nature Featuring 3LW","Chadwick","Feels Good (Don't Worry Bout A Thing)",TRUE,"One kiss on your cheek will make you backflip to Chadwick","2002","53"
"NB Ridaz Featuring Angelina","Baby","Runaway",TRUE,"Baby baby baby babe","2002","97"
"Ne-Yo","Baby","Because Of You",TRUE,"Baby, you have become my addiction","2007","2"
"Ne-Yo","Baby","Champagne Life",TRUE,"Baby I know you see me.","2010","75"
"Ne-Yo","Baby","Go On Girl",TRUE,"Baby, I'm feeling no stress","2008","96"
"Ne-Yo","Earl","Go On Girl",TRUE,"She thinking me, Earl, James, and Jimmy","2008","96"
"Ne-Yo","James","Go On Girl",TRUE,"She thinking me, Earl, James, and Jimmy","2008","96"
"Ne-Yo","Jimmy","Go On Girl",TRUE,"She thinking me, Earl, James, and Jimmy","2008","96"
"Ne-Yo","Baby","Mad",TRUE,"Baby, we're gonna be happy.","2008","11"
"Ne-Yo","Baby","One In A Million",TRUE,"Baby one thing is for certain","2010","87"
"Ne-Yo","Baby","Sexy Love",TRUE,"Baby when we do our thing","2006","7"
"Ne-Yo","Baby","When You're Mad",TRUE,"Baby, I ain't sure, but one thing that I do know is","2006","15"
"Ne-Yo Featuring Juicy J","Baby","She Knows",TRUE,"Baby, I'm horny and I ain't too proud to beg","2014","19"
"Ne-Yo Featuring Juicy J","Bentley","She Knows",TRUE,"I throw her in that Bentley coupÈ with the top off like Mardi Gras","2014","19"
"Ne-Yo Featuring Juicy J","Jack","She Knows",TRUE,"I keep me two chicks like my homie Jack Tripper","2014","19"
"Ne-Yo Featuring Juicy J","Reggie","She Knows",TRUE,"I shoot in they face like that boy Reggie Miller","2014","19"
"Ne-Yo Featuring Juicy J","Tasha","She Knows",TRUE,"And I got Tina, Tasha and Toya, I call 'em the triple threat","2014","19"
"Ne-Yo Featuring Juicy J","Tina","She Knows",TRUE,"And I got Tina, Tasha and Toya, I call 'em the triple threat","2014","19"
"Neil Diamond","America","America",FALSE,"They're coming to America","1981","8"
"Neil Diamond","Brooklyn","Brooklyn Roads",FALSE,"Brooklyn Roads","1968","58"
"Neil Diamond","Neil","Brooklyn Roads",TRUE,"Callin', \Neil go find your brother""","1968","58"
"Neil Diamond","August","Brother Love's Travelling Salvation Show",FALSE,"Hot August night","1969","22"
"Neil Diamond","Baby","Cherry, Cherry",TRUE,"Baby loves me yes, yes she does","1966","6"
"Neil Diamond","Cherry","Cherry, Cherry",TRUE,"She got the way to move me, Cherry","1966","6"
"Neil Diamond","Rose","Cracklin' Rosie",TRUE,"Cracklin Rose, you're a store bought woman","1970","1"
"Neil Diamond","Rosie","Cracklin' Rosie",TRUE,"Cracklin' Rosie, get on board","1970","1"
"Neil Diamond","Baby","Girl, You'll Be A Woman Soon",TRUE,"Baby, I've done all I could","1967","10"
"Neil Diamond","Holly","Holly Holy",TRUE,"Holly holy eyes","1969","6"
"Neil Diamond","Baby","I Got The Feelin' (Oh No No)",TRUE,"Baby, something's wrong","1966","16"
"Neil Diamond","Jim","Solitary Man",TRUE,"Holding Jim","1966","21"
"Neil Diamond","Melinda","Solitary Man",TRUE,"Melinda was mine 'til the time","1966","21"
"Neil Diamond","Sue","Solitary Man",TRUE,"Then Sue came along, loved me strong","1966","21"
"Neil Diamond","Caroline","Sweet Caroline (Good Times Never Seemed So Good)",TRUE,"Sweet Caroline","1969","4"
"Neil Diamond","Baby","Thank The Lord For The Night Time",TRUE,"Baby, chase it away","1967","13"
"Neil Diamond","Baby","Yesterday's Songs",TRUE,"Baby, yesterday's blues","1981","11"
"Neil Sedaka","Alice","Alice In Wonderland",TRUE,"Alice, pretty little Alice","1963","17"
"Neil Sedaka","Easter","Calendar Girl",FALSE,"You're the Easter Bunny when you smile","1960","4"
"Neil Sedaka","Juliet","Calendar Girl",TRUE,"Romeo and Juliet on Halloween","1960","4"
"Neil Sedaka","Romeo","Calendar Girl",TRUE,"Romeo and Juliet on Halloween","1960","4"
"Neil Sedaka","Carol","Oh! Carol",TRUE,"Carol,","1959","9"
"Neil Sedaka","Delilah","Run Samson Run",TRUE,"Oh, run Samson run, Delilah's on her way","1960","28"
"Neil Sedaka","Sammy","Run Samson Run",TRUE,"Oh Delilah made Sammy's life a sin","1960","28"
"Neil Sedaka","Samson","Run Samson Run",TRUE,"Oh, run Samson run, Delilah's on her way","1960","28"
"Neil Sedaka","Sunny","Sunny",TRUE,"Til I met you Sunny.","1964","86"
"Neil Young","Alberta","Four Strong Winds",FALSE,"Think I'll go out to Alberta, weather's good there in the fall","1979","61"
"Neil Young & Graham Nash","George","War Song",TRUE,"They shot George Wallace down","1972","61"
"Nelly","Baby","#1",TRUE,"Baby name not Sigel but I speak the truth","2001","22"
"Nelly","Nelly","#1",TRUE,"I heat the booth, Nelly actin' so uncouth","2001","22"
"Nelly","Paris","#1",FALSE,"No resident of France, but you swear I'm from Paris","2001","22"
"Nelly","Baby","Die A Happy Man",TRUE,"Baby you're my great escape, yeah","2016","83"
"Nelly","Georgia","Die A Happy Man",FALSE,"If I never get to build my mansion in Georgia","2016","83"
"Nelly","Marvin","Die A Happy Man",TRUE,"And the Marvin Gaye","2016","83"
"Nelly","Jeff","E.I.",TRUE,"I drive fasty, call me Jeff Gordon","2000","15"
"Nelly","Jason","Hot In Herre",TRUE,"I'm just kidding like Jason oh","2002","1"
"Nelly","Nelly","Hot In Herre",TRUE,"Nelly took a trip from the Luna to Neptunes","2002","1"
"Nelly","Winter","Pimp Juice",FALSE,"Winter spring and fall, in the summer we ride","2003","58"
"Nelly","Baby","Work It (Reinvention)",TRUE,"Baby show something","2004","68"
"Nelly","Jay","Work It (Reinvention)",TRUE,"I'm on something call her Planet Jay","2004","68"
"Nelly Featuring City Spud","Courtney","Ride Wit Me",TRUE,"I'm getting pages out of New Jersey from Courtney B","2001","3"
"Nelly Featuring City Spud","Nelly","Ride Wit Me",TRUE,"\So when Nelly can we go?\""""","2001","3"
"Nelly Featuring Jeremih","Baby","The Fix",TRUE,"Baby","2015","62"
"Nelly Featuring Jung Tru & King Jacob","Ciara","Errtime",TRUE,"Like Ciara when I'm keeping the 'Goodies'","2005","24"
"Nelly Featuring Jung Tru & King Jacob","Cristal","Errtime",FALSE,"That Don Perignon, Cristal cold up look","2005","24"
"Nelly Featuring Jung Tru & King Jacob","Don","Errtime",FALSE,"That Don Perignon, Cristal cold up look","2005","24"
"Nelly Featuring Jung Tru & King Jacob","Jacob","Errtime",TRUE,"Yeah, King Jacob, you ain't gotta know","2005","24"
"Nelly Featuring Jung Tru & King Jacob","Jermaine","Errtime",TRUE,"I'm def'er than Jermaine, you could say I'm so so","2005","24"
"Nelly Featuring Kelly Rowland","Nelly","Dilemma",TRUE,"Nelly, I love you, I do","2002","1"
"Nelly Featuring Keri Hilson","London","Liv Tonight",FALSE,"Miami hey London, Toronto","2010","75"
"Nelly Featuring Keri Hilson","Louis","Liv Tonight",FALSE,"New York, L.A., Chicago, V.A., Saint Louis","2010","75"
"Nelly Featuring Keri Hilson","Paris","Liv Tonight",FALSE,"And Paris","2010","75"
"Nelly Featuring Kyjuan, Ali & Murphy Lee","Ali","Air Force Ones",TRUE,"while Ali on the Kawasaki two head bands","2002","3"
"Nelly Featuring Kyjuan, Ali & Murphy Lee","Murphy","Air Force Ones",TRUE,"And Murphy lee ain't dumb man","2002","3"
"Nelly Featuring Paul Wall, Ali & Gipp","George","Grillz",TRUE,"Call me George Foreman cause I'm selling everybody grills","2005","1"
"Nelly Featuring Paul Wall, Ali & Gipp","Hillary","Grillz",TRUE,"Gotta bill in my mouth like I'm Hillary Rodham","2005","1"
"Nelly Featuring Paul Wall, Ali & Gipp","Jay","Grillz",TRUE,"I'm changing girlls everyday, like Jay change clothes","2005","1"
"Nelly Featuring Paul Wall, Ali & Gipp","Paul","Grillz",TRUE,"Its the ice man Paul Wall","2005","1"
"Nelly Featuring T-Pain & Akon","Rose","Move That Body",TRUE,"Well I got some for that, Rose put that","2010","54"
"Nelly Furtado Featuring Timbaland","Baby","Promiscuous",TRUE,"Baby we can keep it on the low","2006","1"
"Nelly Furtado Featuring Timbaland","Steve","Promiscuous",TRUE,"Is your game M.V.P. like Steve Nash?","2006","1"
"Nelly Furtado Featuring Timbaland","Thomas","Promiscuous",TRUE,"They call me Thomas","2006","1"
"Nelly, P. Diddy & Murphy Lee","Baby","Shake Ya Tailfeather",TRUE,"Baby you impressive let's get","2003","1"
"Nelly, P. Diddy & Murphy Lee","Dean","Shake Ya Tailfeather",TRUE,"Plus my rats come in packs like Sammy and Dean Martin","2003","1"
"Nelly, P. Diddy & Murphy Lee","Janet","Shake Ya Tailfeather",TRUE,"I had to tell her she's a young Janet Jackson live in living color","2003","1"
"Nelly, P. Diddy & Murphy Lee","Marvin","Shake Ya Tailfeather",TRUE,"See I'm starving like Marvin girl","2003","1"
"Nelly, P. Diddy & Murphy Lee","Murphy","Shake Ya Tailfeather",TRUE,"It's Diddy, Murphy Lee, and Nelly how you love that?","2003","1"
"Nelly, P. Diddy & Murphy Lee","Nelly","Shake Ya Tailfeather",TRUE,"Please shake it for Nelly son","2003","1"
"Nelly, P. Diddy & Murphy Lee","Sammy","Shake Ya Tailfeather",TRUE,"Plus my rats come in packs like Sammy and Dean Martin","2003","1"
"Neneh Cherry","Buddy","Buddy X",TRUE,"Buddy, my friend, who do you think you're foolin'?","1993","43"
"Neneh Cherry","Timmy","Buffalo Stance",TRUE,"Yeah Timmy","1989","3"
"New Birth","Baby","Dream Merchant",TRUE,"Baby, baby","1975","36"
"New Boyz","Ben","You're A Jerk",TRUE,"So I walked out the door, called Ben J. told him it's a function he said I'm on my way","2009","24"
"New Boyz Feat. Chris Brown","America","Better With The Lights Off",FALSE,"Hey miss America, what you look so sad for?","2011","38"
"New Boyz Feat. Chris Brown","Khloe","Better With The Lights Off",TRUE,"To clap off the lights and turn Khloe to Kim","2011","38"
"New Boyz Feat. Chris Brown","Kim","Better With The Lights Off",TRUE,"To clap off the lights and turn Khloe to Kim","2011","38"
"New Edition","Bobby","Candy Girl",TRUE,"Check out Mike &amp; Bobby's little lady","1983","46"
"New Edition","Mike","Candy Girl",TRUE,"Check out Mike &amp; Bobby's little lady","1983","46"
"New Edition","Ralph","Candy Girl",TRUE,"Well, check out Ricky &amp; Ralph's","1983","46"
"New Edition","Ricky","Candy Girl",TRUE,"Well, check out Ricky &amp; Ralph's","1983","46"
"New Edition","Ronnie","Candy Girl",TRUE,"What about Ronnie's?","1983","46"
"New Edition","Bobby","Cool It Now",TRUE,"Ronnie, Bobby, Ricky and Mike","1984","4"
"New Edition","Mike","Cool It Now",TRUE,"Ronnie, Bobby, Ricky and Mike","1984","4"
"New Edition","Ricky","Cool It Now",TRUE,"Ronnie, Bobby, Ricky and Mike","1984","4"
"New Edition","Ronnie","Cool It Now",TRUE,"Ronnie, Bobby, Ricky and Mike","1984","4"
"New Edition","Baby","I'm Still In Love With You",TRUE,"Baby it's heaven sent from above.","1996","9"
"New Edition","Baby","Lost In Love",TRUE,"Baby it's not easy","1985","35"
"New Hollow","Baby","Boyfriend",TRUE,"Baby you're the only reason","2011","96"
"New Kids On The Block","Baby","Summertime",TRUE,"Baby, I could reminisce forever.","2008","36"
"New Kids On The Block","Winter","Summertime",FALSE,"Winter started,","2008","36"
"New Radicals","Courtney","You Get What You Give",TRUE,"Courtney Love, and Marilyn Manson","1998","36"
"New Radicals","Marilyn","You Get What You Give",TRUE,"Courtney Love, and Marilyn Manson","1998","36"
"New Radicals","Mercedes","You Get What You Give",FALSE,"Every night we smash their Mercedes-Benz","1998","36"
"Next","Baby","Too Close",TRUE,"Baby when we're grinding","1998","1"
"Nick Jonas","Baby","Chains",TRUE,"Baby tell me why, why you do, do me wrong","2015","13"
"Nick Jonas","Jesus","Levels",TRUE,"We're high-fiving Jesus","2015","44"
"Nickelback","Joey","Photograph",TRUE,"And what the hell is on Joey's head?","2005","2"
"Nickelback","Kim","Photograph",TRUE,"Kim's the first girl I kissed","2005","2"
"Nickelback","Elvis","Rockstar",TRUE,"I wanna be great like Elvis without the tassels","2006","6"
"Nickelback","James","Rockstar",TRUE,"And James Dean is fine for me","2006","6"
"Nickelback","Heaven","Savin' Me",FALSE,"Heaven's gates won't open up for me","2006","19"
"Nickelback","Bob","This Afternoon",TRUE,"Lookin' like another Bob Marley day","2010","34"
"Nicki Minaj","Alexander","Anaconda",TRUE,"Bought me Alexander McQueen, he was keeping me stylish","2014","2"
"Nicki Minaj","Michael","Anaconda",TRUE,"This dude named Michael used to ride motorcycles","2014","2"
"Nicki Minaj","Troy","Anaconda",TRUE,"Boy toy named Troy used to live in Detroit","2014","2"
"Nicki Minaj","Baby","Pound The Alarm",TRUE,"Baby we won't do it for life","2012","15"
"Nicki Minaj","Giuseppe","Pound The Alarm",TRUE,"Giuseppe Zanotti, my own sneaker","2012","15"
"Nicki Minaj","Nicki","Pound The Alarm",TRUE,"Some call me Nicki, and some call me Roman","2012","15"
"Nicki Minaj","Roman","Pound The Alarm",TRUE,"Some call me Nicki, and some call me Roman","2012","15"
"Nicki Minaj","Nicki","Right Thru Me",TRUE,"Cause you say Nicki","2010","26"
"Nicki Minaj","London","Roman In Moscow",FALSE,"When I landed out in London it was lookin' like Mike, dear","2011","64"
"Nicki Minaj","Mike","Roman In Moscow",TRUE,"When I landed out in London it was lookin' like Mike, dear","2011","64"
"Nicki Minaj","Roman","Roman In Moscow",TRUE,"Roman, yo what da fuck?","2011","64"
"Nicki Minaj","Angelina","Stupid Hoe",TRUE,"I'm Angelina, you Jennifer come on bitch you see where Brad at?","2012","59"
"Nicki Minaj","Jennifer","Stupid Hoe",TRUE,"I'm Angelina, you Jennifer come on bitch you see where Brad at?","2012","59"
"Nicki Minaj","Nicki","Stupid Hoe",TRUE,"Hmm.. thinks 1, 2, 3, do the Nicki Minaj blink","2012","59"
"Nicki Minaj","Roman","Stupid Hoe",TRUE,"But no relation to Roman Polanski","2012","59"
"Nicki Minaj","Nicki","Super Bass",TRUE,"I am Nicki Minaj, I mack them dudes up","2011","3"
"Nicki Minaj","Adam","Your Love",TRUE,"I mean he was Adam, I think I was Eve","2010","14"
"Nicki Minaj","Baby","Your Love",TRUE,"Baby, your the illest","2010","14"
"Nicki Minaj","Bruce","Your Love",TRUE,"And for your lovin' I'm a Die Hard like Bruce Willis","2010","14"
"Nicki Minaj","Eve","Your Love",TRUE,"I mean he was Adam, I think I was Eve","2010","14"
"Nicki Minaj","Jake","Your Love",TRUE,"Cause you know snitches be puttin' the Jake on","2010","14"
"Nicki Minaj & Lil Wayne","Billie Jean","Changed It",TRUE,"MJ to the teens, I am Billie Jean and them bitches my sons","2017","71"
"Nicki Minaj & Lil Wayne","Carter","Changed It",TRUE,"Yeah, Carter time, I put bling on for the time","2017","71"
"Nicki Minaj & Lil Wayne","Jackson","Changed It",TRUE,"MJ, game 6, Jackson, Tyson","2017","71"
"Nicki Minaj & Lil Wayne","Lisa","Changed It",TRUE,"No, you can't bone it, nigga, ain't no Lisa here","2017","71"
"Nicki Minaj & Lil Wayne","Nicki","Changed It",TRUE,"She gon' dread dissin' Nicki like Lisa hair","2017","71"
"Nicki Minaj & Lil Wayne","Tyson","Changed It",TRUE,"MJ, game 6, Jackson, Tyson","2017","71"
"Nicki Minaj Featruing Skylar Grey","Baby","Bed Of Lies",TRUE,"I told Baby hit you, I said this nigga buggin'","2014","62"
"Nicki Minaj Featruing Skylar Grey","Bill","Bed Of Lies",TRUE,"This ain't How To Be A Player, you ain't Bill Bellamy","2014","62"
"Nicki Minaj Featuring 2 Chainz","Brooklyn","Beez In The Trap",FALSE,"It's Queens, Brooklyn, and yeah, they wildin'","2012","48"
"Nicki Minaj Featuring 2 Chainz","Franklin","Beez In The Trap",TRUE,"And if you know me then you know I've been thinking Franklin","2012","48"
"Nicki Minaj Featuring 2 Chainz","Louis","Beez In The Trap",FALSE,"Ohio, Pittsburgh, got St. Louis on deck","2012","48"
"Nicki Minaj Featuring 2 Chainz","Nicki","Beez In The Trap",TRUE,"Okay now Nicki, Nicki, Nicki, put it in your kidney","2012","48"
"Nicki Minaj Featuring Ariana Grande","Baby","Get On Your Knees",TRUE,"Baby, just get on your knees","2015","88"
"Nicki Minaj Featuring Ariana Grande","Kate","Get On Your Knees",TRUE,"Got me seein' them fireworks, I'm on my Kate Perry","2015","88"
"Nicki Minaj Featuring Ariana Grande","Meagan","Get On Your Knees",TRUE,"Yeah it's gooder than Meagan, you look good when you're beggin'","2015","88"
"Nicki Minaj Featuring Beyonce","Hank","Feeling Myself",TRUE,"Hank full of that bounce baby","2015","39"
"Nicki Minaj Featuring Beyonce","Kitty","Feeling Myself",TRUE,"Kitty on pink, pretty on fleek","2015","39"
"Nicki Minaj Featuring Beyonce","Nicki","Feeling Myself",TRUE,"He said \Damn Nicki it's tight \"" I say \""Yeah nigga you right\""""","2015","39"
"Nicki Minaj Featuring Chris Brown","Marc","Right By My Side",TRUE,"Other than that I'm getting my Marc Jacob's on","2012","51"
"Nicki Minaj Featuring Drake","Nicki Nick","Moment 4 Life",TRUE,"Fuck it me and Nicki Nick gettin' married today","2011","13"
"Nicki Minaj Featuring Drake & Lil Wayne","Drake","Truffle Butter",TRUE,"Skateboard, I'm gnarly, Drake, Tunechi and Barbie you know","2015","14"
"Nicki Minaj Featuring Drake & Lil Wayne","Wayne","Truffle Butter",TRUE,"And I ain't talkin' about that Lil Wayne record","2015","14"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Baby","Only",TRUE,"Baby and I fucked with her surfboard, surfboard","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Claire","Only",TRUE,"Ass on Houston Texas, but the face look just like Claire Huxtable","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Drake","Only",TRUE,"Yo, I never fucked Wayne, I never fucked Drake","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Holly","Only",FALSE,"I'm from Holly Groove, the holy Mecca","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Houston","Only",FALSE,"Ass on Houston Texas, but the face look just like Claire Huxtable","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Jamie","Only",TRUE,"Like Jamie Foxx, acting like Ray Charles","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","John","Only",TRUE,"Worried 'bout John's singing us Drake","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Kate","Only",TRUE,"These girls are my sons, John and Kate plus eight","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Lance","Only",TRUE,"And tell 'em, tell 'em blow me, Lance Stephenson","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Nicki","Only",TRUE,"I never fucked Nicki cause she got a man","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Ray","Only",TRUE,"Like Jamie Foxx, acting like Ray Charles","2014","12"
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","Wayne","Only",TRUE,"Yo, I never fucked Wayne, I never fucked Drake","2014","12"
"Nicki Minaj Featuring Eminem","Brooklyn","Roman's Revenge",FALSE,"Got some niggas out in Brooklyn that'll off your top","2010","56"
"Nicki Minaj Featuring Eminem","Eli","Roman's Revenge",TRUE,"These bitches callin' me Manning, Eli","2010","56"
"Nicki Minaj Featuring Eminem","Jasmine","Roman's Revenge",TRUE,"I am not Jasmine, I'm Aladdin","2010","56"
"Nicki Minaj Featuring Eminem","Nicki","Roman's Revenge",TRUE,"Hey Nicki, hey Nicki, asthma","2010","56"
"Nicki Minaj Featuring Eminem","Roman","Roman's Revenge",TRUE,"Roman!","2010","56"
"Nicki Minaj Featuring Lil Wayne","Baby","High School",TRUE,"Baby it's yours","2013","64"
"Nicki Minaj Featuring Lil Wayne","Dee","High School",TRUE,"Dee in that order, I call him Daddy like daughters","2013","64"
"Nicki Minaj Featuring Lil Wayne","Ann","Roman Reloaded",TRUE,"Raggedy Ann, could never be a Barbie bitch","2012","70"
"Nicki Minaj Featuring Lil Wayne","Christopher","Roman Reloaded",TRUE,"All you hoes cryin', Christopher Bosh","2012","70"
"Nicki Minaj Featuring Lil Wayne","Eric","Roman Reloaded",TRUE,"More knots than Eric on Basketball wives","2012","70"
"Nicki Minaj Featuring Lil Wayne","Mack","Roman Reloaded",TRUE,"And I say shout out Mack Maine, back yard bully","2012","70"
"Nicki Minaj Featuring Lil Wayne","Nicki","Roman Reloaded",TRUE,"Nicki pop, only thing that's pop is my endorsement I'","2012","70"
"Nicki Minaj Featuring Lil Wayne","Nina","Roman Reloaded",TRUE,"Well that's 'cause my bitch is Nina Ross and and","2012","70"
"Nicki Minaj Featuring Rihanna","Jay","Fly",TRUE,"Yankee Stadium with Jay's and Kanye's","2010","19"
"Nicki Minaj Featuring Skylar Grey","Baby","Bed Of Lies",TRUE,"I told Baby hit you, I said this nigga buggin'","2015","80"
"Nicki Minaj Featuring Skylar Grey","Bill","Bed Of Lies",TRUE,"This ain't How To Be A Player, you ain't Bill Bellamy","2015","80"
"Nicki Minaj, Drake & Lil Wayne","Drake","No Frauds",TRUE,"Drake a headliner, and Nicki, she get finer, word","2017","14"
"Nicki Minaj, Drake & Lil Wayne","Ellen","No Frauds",TRUE,"Ask Ms. Ellen","2017","14"
"Nicki Minaj, Drake & Lil Wayne","Jay","No Frauds",TRUE,"That's why Jay ain't clear his verse for your album","2017","14"
"Nicki Minaj, Drake & Lil Wayne","Montana","No Frauds",TRUE,"Feelin' like Tune-y Montana, Weezy, he get honored","2017","14"
"Nicki Minaj, Drake & Lil Wayne","Nick","No Frauds",TRUE,"Cristal, come at me, Weezy F and Nick","2017","14"
"Nicki Minaj, Drake & Lil Wayne","Nicki","No Frauds",TRUE,"Drake a headliner, and Nicki, she get finer, word","2017","14"
"Nicki Minaj, Drake & Lil Wayne","Pablo","No Frauds",TRUE,"You can't be Pablo if your work ain't sellin'","2017","14"
"Nicky Jam","Nicky","El Amante",TRUE,"Nicky, Nicky, Nicky Jam","2017","98"
"Nicky Jam","Nicky","Hasta El Amanecer",TRUE,"Nicky Nicky Nicky Jam","2016","85"
"Nicole Scherzinger Featuring 50 Cent","Baby","Right There",TRUE,"Baby now get up on it","2011","39"
"Nicole Scherzinger Featuring 50 Cent","Nicole","Right There",TRUE,"Fifty, Nicole","2011","39"
"Night Ranger","America","(You Can Still) Rock In America",FALSE,"You can still rock in America","1983","51"
"Night Ranger","June","Sentimental Street",FALSE,"That I taught you back in June","1985","8"
"Night Ranger","Christian","Sister Christian",TRUE,"Sister Christian","1984","5"
"Nitty","Candy","Nasty Girl",TRUE,"Her name's Candy","2004","87"
"Nitty","Jada","Nasty Girl",TRUE,"Who's lookin' just like Jada","2004","87"
"Nitty Gritty Dirt Band","Joe","Jambalaya (On The Bayou)",TRUE,"Goodbye Joe, me gotta go, me oh my oh","1972","84"
"Nitty Gritty Dirt Band","Yvonne","Jambalaya (On The Bayou)",TRUE,"Yvonne, the sweetest one, me oh my oh","1972","84"
"Noah Cyrus Featuring Labrinth","Ali","Make Me (Cry)",TRUE,"I'm fightin' like I'm Ali","2016","46"
"Noah Cyrus Featuring Labrinth","Baby","Make Me (Cry)",TRUE,"Baby, say the word, darlin'","2016","46"
"Noah Cyrus Featuring Labrinth","Jesus","Make Me (Cry)",TRUE,"Love, lovin' you could make Jesus cry","2016","46"
"Noreaga","Jackson","SuperThug (What What)",TRUE,"Jackson here","1998","36"
"Noreaga","Manuel","SuperThug (What What)",TRUE,"you found Manuel Noreaga?","1998","36"
"Norman Greenbaum","Jesus","Spirit In The Sky",TRUE,"Gotta have a friend in Jesus","1970","3"
"Nu Flavor","Heaven","Heaven",TRUE,"Heaven heaven oh heaven can't you help me?","1997","27"
"O-Town","Baby","All Or Nothing",TRUE,"Baby you never did know how to keep them well","2001","3"
"O-Town","Angelina","Liquid Dreams",TRUE,"Angelina Jolie's lips to kiss in the dark","2000","10"
"O-Town","Cindy","Liquid Dreams",TRUE,"Underneath Cindy see's beauty mark","2000","10"
"O-Town","Destiny","Liquid Dreams",TRUE,"I dream about a girl who's a mix of Destiny's Child","2000","10"
"O-Town","Halle","Liquid Dreams",TRUE,"Like Halle be","2000","10"
"O-Town","Janet","Liquid Dreams",TRUE,"With Janet Jackson's smile, throw in a body like Jennifers'","2000","10"
"O-Town","Jennifer","Liquid Dreams",TRUE,"And Janet Jackson's smile, throw in a body like Jennifer's","2000","10"
"O-Town","Salma","Liquid Dreams",TRUE,"And Salma Hayek brings the rest","2000","10"
"O-Town","Tyra","Liquid Dreams",TRUE,"When it comes to the test well Tyra's the best","2000","10"
"Oasis","Sally","Don't Look Back In Anger",TRUE,"And so Sally can wait, she knows it's too late as we're walking on by","1996","55"
"Obie Trice","Karen","Got Some Teeth",TRUE,"And my homies darin' me to approach Karen","2003","54"
"Obie Trice","Veronica","Got Some Teeth",TRUE,"And I'm ready to talk naughty in Veronica's ear","2003","54"
"Obie Trice Featuring Nate Dogg","Louis","The Set Up",FALSE,"Louis Vuitton kicks and tricked on suck shit","2004","73"
"OG Maco","Franklin","U Guessed It",TRUE,"All we know is that mula, benji's, Franklin's and that guala","2014","94"
