"name","college","link","smallMult","rank","draft_year","draft_rd","draft_pk","recruit_year","avgRank","top","highSchool","coll","draft","rookie","valid_seasons","allstar","bad","good","great","highest"
"Michael Frazier","University of Florida","/players/f/frazimi01.html",1,86,,,,2012,,1,1,0,,,0,,,,,"college"
"Matt Costello","Michigan State University","/players/c/costema01.html",1,86,,,,2012,,1,1,0,,,0,,,,,"college"
"Mike Gesell","University of Iowa","https://www.sports-reference.com/cbb/players/mike-gesell-1.html",0,88,,,,2012,,1,1,0,,,,,,,,"college"
"Arnaud William Adala Moto","Towson University","https://www.sports-reference.com/cbb/players/arnaudwilliam-adalamoto-1.html",0,90,,,,2012,,1,1,0,,,,,,,,"college"
"Marcus Georges-Hunt","Georgia Institute of Technology","/players/g/georgma01.html",1,91,,,,2012,,1,1,0,,,0,,,,,"college"
"Ronnie Johnson","University of Houston","https://www.sports-reference.com/cbb/players/ronnie-johnson-1.html",0,92,,,,2012,,1,1,0,,,,,,,,"college"
"Mike Tobey","University of Virginia","/players/t/tobeymi01.html",0,92,,,,2012,,1,1,0,,,0,,,,,"college"
"Anthony January","","",0,94,,,,2012,,1,0,,,,,,,,,"highSchool"
"Kellen Dunham","Butler University","https://www.sports-reference.com/cbb/players/kellen-dunham-1.html",0,96,,,,2012,,1,1,0,,,,,,,,"college"
"Grant Verhoeven","Stanford University","https://www.sports-reference.com/cbb/players/grant-verhoeven-1.html",0,97,,,,2012,,1,1,0,,,,,,,,"college"
"Kenny Kaminski","Ohio University","https://www.sports-reference.com/cbb/players/kenny-kaminski-1.html",0,98,,,,2012,,1,1,0,,,,,,,,"college"
"Jordan Loveridge","University of Utah","https://www.sports-reference.com/cbb/players/jordan-loveridge-1.html",0,98,,,,2012,,1,1,0,,,,,,,,"college"
"Andrew Wiggins","University of Kansas","/players/w/wiggian01.html",1,1,2014,1,1,2013,137.125,1,1,1,1,1,4,,1,,,"bad"
"Julius Randle","University of Kentucky","/players/r/randlju01.html",1,2,2014,1,7,2013,131.166666666667,1,1,1,1,1,3,,1,,,"bad"
"Jabari Parker","Duke University","/players/p/parkeja01.html",1,3,2014,1,2,2013,137.25,1,1,1,1,1,2,,1,,,"bad"
"Aaron Gordon","University of Arizona","/players/g/gordoaa01.html",1,4,2014,1,4,2013,88.1666666666667,1,1,1,1,1,3,,,1,,"good"
"Aaron Harrison","University of Kentucky","/players/h/harriaa01.html",1,6,,,,2013,,1,1,0,,,0,,,,,"college"
"Chris Walker","University of Florida","/players/w/walkech02.html",1,7,,,,2013,,1,1,0,,,0,,,,,"college"
"Noah Vonleh","Indiana University","/players/v/vonleno01.html",0,8,2014,1,9,2013,,1,1,1,1,1,0,,1,,,"bad"
"James Young","University of Kentucky","/players/y/youngja01.html",1,9,2014,1,17,2013,,1,1,1,1,1,0,,1,,,"bad"
"Kasey Hill","University of Florida","https://www.sports-reference.com/cbb/players/kasey-hill-1.html",1,11,,,,2013,,1,1,0,,,,,,,,"college"
"Wayne Selden","University of Kansas","/players/s/seldewa01.html",1,13,,,,2013,,1,1,0,,,0,,,,,"college"
"Isaiah Hicks","University of North Carolina","/players/h/hicksis01.html",1,14,,,,2013,,1,1,0,,,0,,,,,"college"
"Joel Embiid","University of Kansas","/players/e/embiijo01.html",1,16,2014,1,3,2013,31.5,1,1,1,1,1,1,,,,1,"great"
"Marcus Lee","University of Kentucky","/players/l/leema02.html",1,18,,,,2013,,1,1,0,,,0,,,,,"college"
"Isaac Hamilton","University of California, Los Angeles","/players/h/hamilis01.html",1,19,,,,2013,,1,1,0,,,0,,,,,"college"
"Austin Nichols","University of Virginia","https://www.sports-reference.com/cbb/players/austin-nichols-2.html",0,20,,,,2013,,1,1,0,,,,,,,,"college"
"Robert Hubbs","University of Tennessee","https://www.sports-reference.com/cbb/players/robert-hubbs-1.html",1,22,,,,2013,,1,1,0,,,,,,,,"college"
"Tyler Ennis","Syracuse University","/players/e/ennisty01.html",1,23,2014,1,18,2013,,1,1,1,1,1,0,,1,,,"bad"
"Anthony 'Cat' Barber","North Carolina State University","/players/b/barbeca01.html",1,24,,,,2013,,1,1,0,,,0,,,,,"college"
"Jermaine Lawrence","Manhattan College","https://www.sports-reference.com/cbb/players/jermaine-lawrence-1.html",0,25,,,,2013,,1,1,0,,,,,,,,"college"
"Rysheed Jordan","St. John's University","https://www.sports-reference.com/cbb/players/rysheed-jordan-1.html",0,26,,,,2013,,1,1,0,,,,,,,,"college"
"Keith Frazier","Southern Methodist University","https://www.sports-reference.com/cbb/players/keith-frazier-1.html",0,27,,,,2013,,1,1,0,,,,,,,,"college"
"Zak Irvin","University of Michigan","https://www.sports-reference.com/cbb/players/zak-irvin-1.html",0,29,,,,2013,,1,1,0,,,,,,,,"college"
"JaJuan Johnson","Marquette University","https://www.sports-reference.com/cbb/players/jajuan-johnson-2.html",0,30,,,,2013,,1,1,0,,,,,,,,"college"
"Kuran Iverson","University of Rhode Island","https://www.sports-reference.com/cbb/players/kuran-iverson-1.html",0,30,,,,2013,,1,1,0,,,,,,,,"college"
"Matt Jones","Duke University","/players/j/jonesma04.html",1,34,,,,2013,,1,1,0,,,0,,,,,"college"
"Brannen Greene","University of Kansas","https://www.sports-reference.com/cbb/players/brannen-greene-1.html",1,36,,,,2013,,1,1,0,,,,,,,,"college"
"Tyler Roberson","Syracuse University","https://www.sports-reference.com/cbb/players/tyler-roberson-1.html",1,37,,,,2013,,1,1,0,,,,,,,,"college"
"Eric Mika","Brigham Young University","https://www.sports-reference.com/cbb/players/eric-mika-2.html",0,39,,,,2013,,1,1,0,,,,,,,,"college"
"Conner Frankamp","Wichita State University","https://www.sports-reference.com/cbb/players/conner-frankamp-1.html",0,40,,,,2013,,1,1,0,,,,,,,,"college"
"Nick King","University of Alabama","/players/k/kingni01.html",1,40,,,,2013,,1,1,0,,,0,,,,,"college"
"Johnathan Williams","Gonzaga University","/players/w/willijo04.html",0,42,,,,2013,,1,1,0,,,0,,,,,"college"
"Xavier Rathan-Mayes","Florida State University","/players/r/rathaxa01.html",1,43,,,,2013,,1,1,0,,,0,,,,,"college"
"Derrick Walton","University of Michigan","/players/w/waltode01.html",0,44,,,,2013,,1,1,0,,,0,,,,,"college"
"Christian Wood","University of Nevada, Las Vegas","/players/w/woodch01.html",0,45,,,,2013,,1,1,0,,,0,,,,,"college"
"Roddy Peters","University of South Florida","https://www.sports-reference.com/cbb/players/roddy-peters-1.html",0,46,,,,2013,,1,1,0,,,,,,,,"college"
"Moses Kingsley","University of Arkansas","https://www.sports-reference.com/cbb/players/moses-kingsley-1.html",0,47,,,,2013,,1,1,0,,,,,,,,"college"
"Brandon Austin","","/players/a/austibr02.html",0,48,,,,2013,,1,1,0,,,0,,,,,"college"
"Zach LaVine","University of California, Los Angeles","/players/l/lavinza01.html",1,49,2014,1,13,2013,157.166666666667,1,1,1,1,1,3,,1,,,"bad"
"Anton Gill","University of Louisville","https://www.sports-reference.com/cbb/players/anton-gill-1.html",1,50,,,,2013,,1,1,0,,,,,,,,"college"
"Troy Williams","Indiana University","/players/w/willitr02.html",0,51,,,,2013,,1,1,0,,,0,,,,,"college"
"Matt Thomas","Iowa State University","https://www.sports-reference.com/cbb/players/matt-thomas-2.html",0,52,,,,2013,,1,1,0,,,,,,,,"college"
"Deonte Burton","Iowa State University","/players/b/burtode02.html",0,54,,,,2013,,1,1,0,,,0,,,,,"college"
"Devin Williams","West Virginia University","/players/w/willide03.html",0,55,,,,2013,,1,1,0,,,0,,,,,"college"
"Kennedy Meeks","University of North Carolina","/players/m/meekske01.html",1,56,,,,2013,,1,1,0,,,0,,,,,"college"
"Kendrick Nunn","University of Illinois at Urbana-Champaign","/players/n/nunnke01.html",0,57,,,,2013,,1,1,0,,,0,,,,,"college"
"Ish Wainright","Baylor University","https://www.sports-reference.com/cbb/players/ish-wainright-1.html",0,58,,,,2013,,1,1,0,,,,,,,,"college"
"Duane Wilson","Marquette University","https://www.sports-reference.com/cbb/players/duane-wilson-1.html",0,59,,,,2013,,1,1,0,,,,,,,,"college"
"John Egbunu","University of Florida","https://www.sports-reference.com/cbb/players/john-egbunu-1.html",1,60,,,,2013,,1,1,0,,,,,,,,"college"
"Stanford Robinson","University of Rhode Island","https://www.sports-reference.com/cbb/players/stanford-robinson-1.html",0,61,,,,2013,,1,1,0,,,,,,,,"college"
"Allerik Freeman","Baylor University","https://www.sports-reference.com/cbb/players/allerik-freeman-2.html",0,62,,,,2013,,1,1,0,,,,,,,,"college"
"Kendall Stephens","Purdue University","https://www.sports-reference.com/cbb/players/kendall-stephens-1.html",0,63,,,,2013,,1,1,0,,,,,,,,"college"
"Beejay Anya","North Carolina State University","https://www.sports-reference.com/cbb/players/beejay-anya-1.html",1,64,,,,2013,,1,1,0,,,,,,,,"college"
"Karviar Shepherd","Texas Christian University","https://www.sports-reference.com/cbb/players/karviar-shepherd-1.html",0,64,,,,2013,,1,1,0,,,,,,,,"college"
"Marc Loving","Ohio State University","https://www.sports-reference.com/cbb/players/marc-loving-1.html",1,66,,,,2013,,1,1,0,,,,,,,,"college"
"Jimmie Taylor","University of Alabama","https://www.sports-reference.com/cbb/players/jimmie-taylor-1.html",1,67,,,,2013,,1,1,0,,,,,,,,"college"
"Detrick Mostella","University of Tennessee","https://www.sports-reference.com/cbb/players/detrick-mostella-1.html",1,68,,,,2013,,1,1,0,,,,,,,,"college"
"Nick Emery","Brigham Young University","https://www.sports-reference.com/cbb/players/nick-emery-1.html",0,69,,,,2013,,1,1,0,,,,,,,,"college"
"Malcolm Hill","University of Illinois at Urbana-Champaign","https://www.sports-reference.com/cbb/players/malcolm-hill-1.html",0,70,,,,2013,,1,1,0,,,,,,,,"college"
"Luke Fischer","Marquette University","https://www.sports-reference.com/cbb/players/luke-fischer-1.html",0,71,,,,2013,,1,1,0,,,,,,,,"college"
"Stevie Clark","Oklahoma State University","https://www.sports-reference.com/cbb/players/stevie-clark-1.html",0,72,,,,2013,,1,1,0,,,,,,,,"college"
"Tim Quarterman","Louisiana State University","/players/q/quartti01.html",0,74,,,,2013,,1,1,0,,,0,,,,,"college"
"Reggie Cameron","Georgetown University","https://www.sports-reference.com/cbb/players/reggie-cameron-1.html",1,75,,,,2013,,1,1,0,,,,,,,,"college"
"Kam Williams","Ohio State University","https://www.sports-reference.com/cbb/players/kam-williams-1.html",1,76,,,,2013,,1,1,0,,,,,,,,"college"
"V.J. Beachem","University of Notre Dame","/players/b/beachvj01.html",0,77,,,,2013,,1,1,0,,,0,,,,,"college"
"Kris Jenkins","Villanova University","https://www.sports-reference.com/cbb/players/kris-jenkins-1.html",1,78,,,,2013,,1,1,0,,,,,,,,"college"
"Bronson Koenig","University of Wisconsin","/players/k/koenibr01.html",0,79,,,,2013,,1,1,0,,,0,,,,,"college"
"Mamadou Ndiaye","University of California, Irvine","https://www.sports-reference.com/cbb/players/mamadou-ndiaye-2.html",0,80,,,,2013,,1,1,0,,,,,,,,"college"
"Markel Crawford","University of Memphis","/players/c/crawfma01.html",1,81,,,,2013,,1,1,0,,,0,,,,,"college"
"Dominic Woodson","University of Tennessee","https://www.sports-reference.com/cbb/players/dominic-woodson-1.html",1,83,,,,2013,,1,1,0,,,,,,,,"college"
"Bryson Scott","Indiana University-Purdue University Fort Wayne","https://www.sports-reference.com/cbb/players/bryson-scott-1.html",0,84,,,,2013,,1,1,0,,,,,,,,"college"
"Michael Young","University of Pittsburgh","/players/y/youngmi02.html",0,85,,,,2013,,1,1,0,,,0,,,,,"college"
"Aquille Carr","","",0,85,,,,2013,,1,0,,,,,,,,,"highSchool"
"Wes Clark","University of Missouri","https://www.sports-reference.com/cbb/players/wes-clark-2.html",0,87,,,,2013,,1,1,0,,,,,,,,"college"
"Akoy Agau","Georgetown University","https://www.sports-reference.com/cbb/players/akoy-agau-1.html",1,88,,,,2013,,1,1,0,,,,,,,,"college"
"Kentan Facey","University of Connecticut","https://www.sports-reference.com/cbb/players/kentan-facey-1.html",1,90,,,,2013,,1,1,0,,,,,,,,"college"
"Zena Edosomwan","Harvard University","https://www.sports-reference.com/cbb/players/zena-edosomwan-1.html",0,91,,,,2013,,1,1,0,,,,,,,,"college"
"Dakarai Allen","San Diego State University","https://www.sports-reference.com/cbb/players/dakarai-allen-1.html",0,92,,,,2013,,1,1,0,,,,,,,,"college"
"Nate Britt","University of North Carolina","https://www.sports-reference.com/cbb/players/nate-britt-1.html",1,93,,,,2013,,1,1,0,,,,,,,,"college"
"Marcus Allen","Stanford University","https://www.sports-reference.com/cbb/players/marcus-allen-2.html",0,96,,,,2013,,1,1,0,,,,,,,,"college"
"Pookie Powell","La Salle University","https://www.sports-reference.com/cbb/players/rashawn-powell-1.html",0,97,,,,2013,,1,1,0,,,,,,,,"college"
"Brandon Randolph","Utah Valley State College","https://www.sports-reference.com/cbb/players/brandon-randolph-1.html",0,98,,,,2013,,1,1,0,,,,,,,,"college"
"Kyle Washington","University of Cincinnati","https://www.sports-reference.com/cbb/players/kyle-washington-2.html",0,99,,,,2013,,1,1,0,,,,,,,,"college"
"Tre'Shaun Fletcher","University of Colorado","https://www.sports-reference.com/cbb/players/treshaun-fletcher-1.html",0,100,,,,2013,,1,1,0,,,,,,,,"college"
"Jeff Foote","Cornell University","/players/f/footeje01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Horace Jenkins","William Paterson University","/players/j/jenkiho01.html",0,,2004,,,,,0,1,1,1,0,0,,,,,"rookie"
"Eugene Jeter","University of Portland","/players/j/jetereu01.html",0,,2010,,,,,0,1,1,1,0,0,,,,,"rookie"
"Quincy Acy","Baylor University","/players/a/acyqu01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Armon Johnson","University of Nevada, Reno","/players/j/johnsar02.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Josh Akognon"," California State University, Fullerton","/players/a/akognjo01.html",0,,2012,,,,,0,1,1,1,0,0,,,,,"rookie"
"Britton Johnsen","University of Utah","/players/j/johnsbr01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Carldell Johnson","University of Alabama at Birmingham","/players/j/johnsca01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Tony Allen"," Oklahoma State University","/players/a/allento01.html",0,,2004,,,,71.5,0,1,1,1,1,5,,,1,,"good"
"Chris Johnson","Louisiana State University","/players/j/johnsch03.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Morris Almond","Rice University","/players/a/almonmo01.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"Chris Johnson","University of Dayton","/players/j/johnsch04.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ryan Anderson","University of California","/players/a/anderry01.html",0,,2008,,,,85.4,0,1,1,1,1,6,,,1,,"good"
"Darius Johnson-Odom","Marquette University","/players/j/johnsda03.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Robert Archibald","University of Illinois at Urbana-Champaign","/players/a/archiro01.html",0,,2002,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ivan Johnson"," California State University, San Bernardino","/players/j/johnsiv01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Ken Johnson","Ohio State University","/players/j/johnske03.html",0,,2001,,,,,0,1,1,1,0,0,,,,,"rookie"
"Maurice Baker","Oklahoma State University","/players/b/bakerma01.html",0,,2004,,,,,0,1,1,1,0,0,,,,,"rookie"
"Linton Johnson","Tulane University","/players/j/johnsli01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"J.J. Barea","Northeastern University","/players/b/bareajo01.html",0,,2006,,,,143.1,0,1,1,1,1,6,,1,,,"bad"
"Orlando Johnson"," University of California, Santa Barbara","/players/j/johnsor01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Maceo Baston","University of Michigan","/players/b/bastoma01.html",0,,1998,,,,,0,1,1,1,1,0,,1,,,"bad"
"Trey Johnson"," Jackson State University","/players/j/johnstr01.html",0,,2008,,,,,0,1,1,1,1,0,,1,,,"bad"
"Kent Bazemore","Old Dominion University","/players/b/bazemke01.html",0,,2012,,,,111,0,1,1,1,1,3,,,1,,"good"
"Tyler Johnson","California State University, Fresno","/players/j/johnsty01.html",0,,2014,,,,85.25,0,1,1,1,1,2,,,1,,"good"
"Troy Bell","Boston College","/players/b/belltr01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Wesley Johnson"," Syracuse University","/players/j/johnswe01.html",0,,2010,,,,140.3,0,1,1,1,1,5,,1,,,"bad"
"Jerrelle Benimon"," Towson University","/players/b/benimje01.html",0,,2014,,,,,0,1,1,1,0,0,,,,,"rookie"
"Dominique Jones","University of South Florida","/players/j/jonesdo02.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Dwayne Jones","Saint Joseph's University","/players/j/jonesdw02.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"James Jones","University of Miami","/players/j/jonesja02.html",0,,2003,,,,116.75,0,1,1,1,1,2,,,1,,"good"
"Torraye Braggs","Xavier University","/players/b/braggto01.html",0,,1998,,,,,0,1,1,1,1,0,,1,,,"bad"
"Mark Jones"," University of Central Florida","/players/j/jonesma03.html",0,,2004,,,,,0,1,1,1,0,0,,,,,"rookie"
"Bobby Brown","California State University, Fullerton","/players/b/brownbo02.html",0,,2008,,,,,0,1,1,1,1,0,,1,,,"bad"
"Solomon Jones","University of South Florida","/players/j/jonesso01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Derrick Brown","Xavier University","/players/b/brownde04.html",0,,2009,,,,167.5,0,1,1,1,1,1,,1,,,"bad"
"Jerome Jordan","University of Tulsa","/players/j/jordaje01.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Chris Kaman","Central Michigan University","/players/k/kamanch01.html",0,,2003,,,,125.5,0,1,1,1,1,7,,1,,,"bad"
"Trey Burke","University of Michigan","/players/b/burketr01.html",0,,2013,,,,149.75,0,1,1,1,1,2,,1,,,"bad"
"Antonio Burks","University of Memphis","/players/b/burksan01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Coby Karl","Boise State University","/players/k/karlco01.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jimmy Butler","Marquette University","/players/b/butleji01.html",0,,2011,,,,20.8,0,1,1,1,1,6,1,,,,"allstar"
"Sasha Kaun","University of Kansas","/players/k/kaunsa01.html",0,,2008,,,,,0,1,1,1,0,0,,,,,"rookie"
"Isaiah Canaan","Murray State University","/players/c/canaais01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"D.J. Kennedy","St. John's University","/players/k/kennedj01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Rodney Carney","University of Memphis","/players/c/carnero01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Sean Kilpatrick","University of Cincinnati","/players/k/kilpase01.html",0,,2014,,,,165.5,0,1,1,1,1,1,,1,,,"bad"
"Maurice Carter","Louisiana State University","/players/c/cartema01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Tarence Kinsey","University of South Carolina","/players/k/kinseta01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Lionel Chalmers","Xavier University","/players/c/chalmli01.html",0,,2004,,,,,0,1,1,1,0,0,,,,,"rookie"
"Brandin Knight","University of Pittsburgh","/players/k/knighbr02.html",0,,2004,,,,,0,1,1,1,0,0,,,,,"rookie"
"Dionte Christmas","Temple University","/players/c/chrisdi01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"Ian Clark","Belmont University","/players/c/clarkia01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Kyle Korver","Creighton University","/players/k/korveky01.html",0,,2003,,,,36.5,0,1,1,1,1,13,,,,1,"great"
"Rob Kurz","University of Notre Dame","/players/k/kurzro01.html",0,,2008,,,,,0,1,1,1,0,0,,,,,"rookie"
"Norris Cole","Cleveland State University","/players/c/coleno01.html",0,,2011,,,,179,0,1,1,1,1,4,,1,,,"bad"
"Oliver Lafayette","University of Houston","/players/l/lafayol01.html",0,,2009,,,,,0,1,1,1,0,0,,,,,"rookie"
"Sean Lampley","University of California","/players/l/lamplse01.html",0,,2001,,,,,0,1,1,1,1,0,,1,,,"bad"
"Carl Landry","Purdue University","/players/l/landrca01.html",0,,2007,,,,149.666666666667,0,1,1,1,1,3,,1,,,"bad"
"Chris Copeland","University of Colorado","/players/c/copelch01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Marcus Landry","University of Wisconsin","/players/l/landrma01.html",0,,2009,,,,,0,1,1,1,0,0,,,,,"rookie"
"Marcus Cousin"," University of Houston","/players/c/cousima01.html",0,,2010,,,,,0,1,1,1,0,0,,,,,"rookie"
"Shane Larkin","University of Miami","/players/l/larkish01.html",0,,2013,,,,165,0,1,1,1,1,2,,1,,,"bad"
"Acie Law","Texas A&M University","/players/l/lawac01.html",0,,2007,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jae Crowder","Marquette University","/players/c/crowdja01.html",0,,2012,,,,76.875,0,1,1,1,1,4,,,1,,"good"
"Courtney Lee","Western Kentucky University","/players/l/leeco01.html",0,,2008,,,,98.3,0,1,1,1,1,10,,,1,,"good"
"Jared Cunningham","Oregon State University","/players/c/cunnija01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Stephen Curry","Davidson College","/players/c/curryst01.html",0,,2009,,,,3.6,0,1,1,1,1,8,1,,,,"allstar"
"Troy Daniels","Virginia Commonwealth University","/players/d/danietr01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"Travis Leslie","University of Georgia","/players/l/leslitr01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Josh Davis","University of Wyoming","/players/d/davisjo02.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Eric Dawson","Midwestern State University","/players/d/dawsoer01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Damian Lillard","Weber State University","/players/l/lillada01.html",0,,2012,,,,17.8,0,1,1,1,1,6,1,,,,"allstar"
"Jeremy Lin","Harvard University","/players/l/linje01.html",0,,2010,,,,112.375,0,1,1,1,1,4,,,1,,"good"
"Dan Dickau"," Gonzaga University","/players/d/dickada01.html",0,,2002,,,,139,0,1,1,1,1,1,,1,,,"bad"
"Spencer Dinwiddie","University of Colorado","/players/d/dinwisp01.html",0,,2014,,,,70,0,1,1,1,1,1,,,1,,"good"
"John Lucas III"," Oklahoma State University","/players/l/lucasjo02.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Joey Dorsey","University of Memphis","/players/d/dorsejo01.html",0,,2008,,,,,0,1,1,1,1,0,,1,,,"bad"
"Scott Machado","Iona College","/players/m/machasc01.html",0,,2012,,,,,0,1,1,1,0,0,,,,,"rookie"
"Quincy Douby","Rutgers University","/players/d/doubyqu01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Shelvin Mack","Butler University","/players/m/macksh01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Jared Dudley","Boston College","/players/d/dudleja01.html",0,,2007,,,,69.3,0,1,1,1,1,7,,,1,,"good"
"Renaldo Major"," California State University, Fresno","/players/m/majorre01.html",0,,2006,,,,,0,1,1,1,0,0,,,,,"rookie"
"Cleanthony Early","Wichita State University","/players/e/earlycl01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Devyn Marble","University of Iowa","/players/m/marblde01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"John Edwards","Kent State University","/players/e/edwarjo01.html",0,,2004,,,,,0,1,1,1,1,0,,1,,,"bad"
"Rawle Marshall"," Oakland University","/players/m/marshra01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Melvin Ely","California State University, Fresno","/players/e/elyme01.html",0,,2002,,,,160,0,1,1,1,1,1,,1,,,"bad"
"Kevin Martin","Western Carolina University","/players/m/martike02.html",0,,2004,,,,75.5,0,1,1,1,1,9,,,1,,"good"
"Kim English","University of Missouri","/players/e/engliki01.html",0,,2012,,,,,0,1,1,1,0,0,,,,,"rookie"
"Jeremy Evans","Western Kentucky University","/players/e/evansje01.html",0,,2010,,,,,0,1,1,1,1,0,,1,,,"bad"
"Eric Maynor","Virginia Commonwealth University","/players/m/maynoer01.html",0,,2009,,,,,0,1,1,1,1,0,,1,,,"bad"
"Festus Ezeli","Vanderbilt University","/players/e/ezelife01.html",0,,2012,,,,,0,1,1,1,1,0,,1,,,"bad"
"Luc Mbah a Moute","University of California, Los Angeles","/players/m/mbahalu01.html",0,,2008,,,,95.5,0,1,1,1,1,6,,,1,,"good"
"Nick Fazekas","University of Nevada, Reno","/players/f/fazekni01.html",0,,2007,,,,,0,1,1,1,0,0,,,,,"rookie"
"Carrick Felix","Arizona State University","/players/f/felixca01.html",0,,2013,,,,,0,1,1,1,0,0,,,,,"rookie"
"CJ McCollum","Lehigh University","/players/m/mccolcj01.html",0,,2013,,,,110,0,1,1,1,1,3,,,1,,"good"
"Desmond Ferguson"," University of Detroit Mercy","/players/f/fergude01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Gerald Fitch","University of Kentucky","/players/f/fitchge01.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Alex Acker","Pepperdine University","/players/a/ackeral01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"K.J. McDaniels","Clemson University","/players/m/mcdankj01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Sharrod Ford","Clemson University","/players/f/fordsh02.html",0,,2005,,,,,0,1,1,1,0,0,,,,,"rookie"
"Doug McDermott","Creighton University","/players/m/mcderdo01.html",0,,2014,,,,168,0,1,1,1,1,3,,1,,,"bad"
"Jamaal Franklin","San Diego State University","/players/f/frankja01.html",0,,2013,,,,,0,1,1,1,1,0,,1,,,"bad"
"JaVale McGee","University of Nevada, Reno","/players/m/mcgeeja01.html",0,,2008,,,,120.75,0,1,1,1,1,2,,1,,,"bad"
"Jimmer Fredette","Brigham Young University","/players/f/fredeji01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Hiram Fuller","California State University, Fresno","/players/f/fullehi01.html",0,,2003,,,,,0,1,1,1,0,0,,,,,"rookie"
"Dominic McGuire"," California State University, Fresno","/players/m/mcguido01.html",0,,2007,,,,140,0,1,1,1,1,1,,1,,,"bad"
"Sundiata Gaines","University of Georgia","/players/g/gainesu01.html",0,,2009,,,,,0,1,1,1,1,0,,1,,,"bad"
"Marc Gasol","","/players/g/gasolma01.html",0,,2007,,,,16.4,0,1,1,1,1,10,1,,,,"allstar"
"Keith McLeod","Bowling Green State University","/players/m/mcleoke01.html",0,,2003,,,,,0,1,1,1,1,0,,1,,,"bad"
"Pops Mensah-Bonsu","George Washington University","/players/m/mensapo01.html",0,,2006,,,,,0,1,1,1,1,0,,1,,,"bad"
"Mickell Gladness","Alabama A&M University","/players/g/gladnmi01.html",0,,2011,,,,,0,1,1,1,0,0,,,,,"rookie"
"Andrew Goudelock","College of Charleston","/players/g/goudean01.html",0,,2011,,,,,0,1,1,1,1,0,,1,,,"bad"
"Elijah Millsap"," University of Alabama at Birmingham","/players/m/millsel01.html",0,,2014,,,,,0,1,1,1,1,0,,1,,,"bad"
"Stephen Graham"," Oklahoma State University","/players/g/grahast01.html",0,,2005,,,,,0,1,1,1,1,0,,1,,,"bad"
"Danny Granger"," University of New Mexico","/players/g/grangda01.html",0,,2005,,,,43.3,0,1,1,1,1,7,,,,1,"great"
