"schoolName","state","item","type","prohibited"
"SOUTH ALBANY HIGH SCHOOL","OR","chains","accessories","none"
"MIDDLE CREEK HIGH","NC","chains","accessories","none"
"MOUNTAIN VIEW HIGH SCHOOL","WY","chains","accessories","none"
"MOORE HS","OK","chains","accessories","none"
"CLEAR BROOK H S","TX","chains","accessories","none"
"WALPOLE HIGH","MA","chains","accessories","none"
"MEMORIAL HS","OK","chains","accessories","none"
"IRVINE HIGH","CA","chains","accessories","none"
"HILLIARD BRADLEY HIGH SCHOOL","OH","chains","accessories","none"
"TEMPLE H S","TX","chains","accessories","none"
"HAVERLING SENIOR HIGH SCHOOL","NY","chains","accessories","none"
"SOCIAL CIRCLE HIGH SCHOOL","GA","chains","accessories","none"
"LOMIRA HIGH","WI","chains","accessories","none"
"KELSO HIGH SCHOOL","WA","chains","accessories","none"
"CHIRENO H S","TX","chains","accessories","none"
"LAKER HIGH SCHOOL","MI","chains","accessories","none"
"LODI HIGH","WI","chains","accessories","none"
"OKAY HS","OK","chains","accessories","none"
"ASSETS","TX","chains","accessories","none"
"CLEAR CREEK HIGH SCHOOL","CO","chains","accessories","none"
"FORSYTH HIGH","MO","chains","accessories","none"
"BURKBURNETT H S","TX","chains","accessories","none"
"TAFT UNION HIGH","CA","chains","accessories","none"
"FRANKLIN HIGH","MA","chains","accessories","none"
"GLEN ULLIN HIGH SCHOOL","ND","chains","accessories","none"
"QUARTZ HILL HIGH","CA","chains","accessories","none"
"HILTON HIGH SCHOOL","NY","chains","accessories","none"
"COLBY SENIOR HIGH","KS","chains","accessories","none"
"HICKORY RIDGE HIGH","NC","chains","accessories","none"
"BAY SHORE SENIOR HIGH SCHOOL","NY","chains","accessories","none"
"SAINT HELENA HIGH","CA","chains","accessories","none"
"BONDUEL HIGH","WI","chains","accessories","none"
"FARMINGTON HIGH","NM","chains","accessories","none"
"MOUNT PLEASANT HIGH","NC","chains","accessories","none"
"MENCHVILLE HIGH","VA","chains","accessories","none"
"MARSHALLTOWN HIGH SCHOOL","IA","chains","accessories","none"
"NORTHWEST CABARRUS HIGH","NC","chains","accessories","none"
"ALMONT HIGH SCHOOL","MI","chains","accessories","none"
"EASTERN YORK HS","PA","chains","accessories","none"
"NORWOOD HIGH","MA","chains","accessories","none"
"WASHBURN RURAL HIGH","KS","chains","accessories","none"
"TALIHINA HS","OK","chains","accessories","none"
"LAMPHERE HIGH SCHOOL","MI","chains","accessories","none"
"EDGEWOOD H S","TX","chains","accessories","none"
"VINTON-SHELLSBURG HIGH SCHOOL","IA","chains","accessories","none"
"ATLANTA H S","TX","chains","accessories","none"
"STRAFFORD HIGH","MO","chains","accessories","none"
"QUINCY HIGH SCHOOL","WA","chains","accessories","none"
"POTOSI HIGH","WI","chains","accessories","none"
"BETHEL PARK HS","PA","chains","accessories","none"
"CLINTON HIGH","WI","chains","accessories","none"
"MOUNT UNION AREA SHS","PA","chains","accessories","none"
"CRESTON HIGH SCHOOL","IA","chains","accessories","none"
"THORP HIGH","WI","chains","accessories","none"
"CROSWELL-LEXINGTON HIGH SCHOOL","MI","chains","accessories","none"
"LAPINE SENIOR HIGH SCHOOL","OR","chains","accessories","none"
"ANACORTES HIGH SCHOOL","WA","chains","accessories","none"
"MAHOPAC HIGH SCHOOL","NY","chains","accessories","none"
"NORTHLAND PINES HIGH","WI","chains","accessories","none"
"MILWAUKIE HIGH SCHOOL","OR","chains","accessories","none"
"BEAVER DAM HIGH","WI","chains","accessories","none"
"WINNECONNE HIGH","WI","chains","accessories","none"
"HENDERSON H S","TX","chains","accessories","none"
"VAN HORN HIGH","MO","chains","accessories","none"
"MARLIN H S","TX","chains","accessories","none"
"HARDIN-JEFFERSON H S","TX","chains","accessories","male"
"NEW PRAGUE SENIOR HIGH","MN","chains","accessories","none"
"SEQUOYAH HS","OK","chains","accessories","none"
"MOHONASEN SENIOR HIGH SCHOOL","NY","collars","accessories","none"
"BEGGS HS","OK","collars","accessories","none"
"PORT JERVIS SENIOR HIGH SCHOOL","NY","collars","accessories","none"
"NORTHBRIDGE HIGH","MA","collars","accessories","none"
"BARBERS HILL H S","TX","collars","accessories","none"
"MOUNDS HS","OK","collars","accessories","none"
"HANOVER HIGH","KS","collars","accessories","none"
"ELGIN HS","OK","collars","accessories","none"
"GRANBURY H S","TX","collars","accessories","none"
"RAINIER SENIOR HIGH SCHOOL","WA","collars","accessories","none"
"ADM SENIOR HIGH SCHOOL","IA","collars","accessories","none"
"SHAWANO HIGH","WI","collars","accessories","none"
"SINTON H S","TX","collars","accessories","none"
"BLUE RIDGE H S","TX","collars","accessories","none"
"NORTH HS","OK","collars","accessories","none"
"BRINDLEE MT HIGH SCH","AL","collars","accessories","none"
"LITTLE MIAMI HIGH SCHOOL","OH","collars","accessories","none"
"MEMORIAL HS","OK","collars","accessories","none"
"EAST HAMPTON HIGH SCHOOL","NY","collars","accessories","female"
"CHIRENO H S","TX","collars","accessories","none"
"VINTON-SHELLSBURG HIGH SCHOOL","IA","collars","accessories","none"
"CLINTON HIGH","WI","collars","accessories","none"
"MOUNT UNION AREA SHS","PA","collars","accessories","none"
"HOLCOMB HIGH","KS","collars","accessories","none"
"BEAVER DAM HIGH","WI","collars","accessories","none"
"HENDERSON H S","TX","collars","accessories","none"
"PEABODY VETERANS MEMORIAL HIGH","MA","collars","accessories","none"
"MARLIN H S","TX","collars","accessories","none"
"SEQUOYAH HS","OK","collars","accessories","none"
"TEAGUE H S","TX","ear gauges","accessories","none"
"BARBERS HILL H S","TX","ear gauges","accessories","none"
"TATUM H S","TX","ear gauges","accessories","none"
"CEDAR CITY HIGH","UT","ear gauges","accessories","none"
"HENRIETTA H S","TX","ear gauges","accessories","none"
"HORN H S","TX","ear gauges","accessories","none"
"WEATHERFORD H S","TX","ear gauges","accessories","none"
"LEVERETTS CHAPEL H S","TX","ear gauges","accessories","none"
"BASTROP H S","TX","ear gauges","accessories","none"
"IRAAN H S","TX","ear gauges","accessories","female"
"TARKINGTON H S","TX","ear gauges","accessories","none"
"ROGERS H S","TX","ear gauges","accessories","none"
"CELINA H S","TX","ear gauges","accessories","none"
"SINTON H S","TX","ear gauges","accessories","female"
"INDEPENDENCE HIGH SCHOOL","MS","ear gauges","accessories","none"
"KETCHUM HS","OK","ear gauges","accessories","none"
"SAYRE HS","OK","ear gauges","accessories","none"
"BURKBURNETT H S","TX","ear gauges","accessories","none"
"ATLANTA H S","TX","ear gauges","accessories","none"
"NORTHGLENN HIGH SCHOOL","CO","gloves","accessories","none"
"LATHROP HIGH","CA","gloves","accessories","none"
"PORT JERVIS SENIOR HIGH SCHOOL","NY","gloves","accessories","none"
"ELGIN HS","OK","gloves","accessories","none"
"GRANBURY H S","TX","gloves","accessories","none"
"ADM SENIOR HIGH SCHOOL","IA","gloves","accessories","none"
"BORGER H S","TX","gloves","accessories","none"
"WESTON RANCH HIGH","CA","gloves","accessories","none"
"BOWLEGS HS","OK","gloves","accessories","none"
"RIVERDALE HIGH SCHOOL","FL","gloves","accessories","none"
"KENYON-WANAMINGO SENIOR HIGH","MN","gloves","accessories","none"
"AZLE H S","TX","gloves","accessories","none"
"LEAVENWORTH SR HIGH","KS","gloves","accessories","none"
"MADRAS HIGH SCHOOL","OR","gloves","accessories","none"
"FORSYTH HIGH","MO","gloves","accessories","none"
"QUARTZ HILL HIGH","CA","gloves","accessories","none"
"MARION L STEELE HIGH SCHOOL","OH","gloves","accessories","none"
"REEDS SPRING HIGH","MO","gloves","accessories","none"
"MARSHALLTOWN HIGH SCHOOL","IA","gloves","accessories","none"
"WASHINGTON HS","OK","gloves","accessories","none"
"NICOLET HIGH","WI","gloves","accessories","none"
"MOUNTAIN RANGE HIGH SCHOOL","CO","gloves","accessories","none"
"NORTHLAND PINES HIGH","WI","gloves","accessories","none"
"HENDERSON H S","TX","gloves","accessories","none"
"HUDSON'S BAY HIGH SCHOOL","WA","gloves","accessories","none"
"MARLIN H S","TX","gloves","accessories","none"
"BREMOND H S","TX","grill teeth","accessories","none"
"HORN H S","TX","grill teeth","accessories","none"
"MCGREGOR H S","TX","grill teeth","accessories","none"
"CREEKVIEW H S","TX","grill teeth","accessories","none"
"SINTON H S","TX","grill teeth","accessories","none"
"MONTE VISTA HIGH","CA","grill teeth","accessories","none"
"CONNALLY HIGH SCHOOL","TX","grill teeth","accessories","none"
"SENIOR HS","OK","grill teeth","accessories","none"
"TEMPLE H S","TX","grill teeth","accessories","none"
"ATLANTA H S","TX","grill teeth","accessories","none"
"HARDIN-JEFFERSON H S","TX","grill teeth","accessories","female"
"EAST HIGH","UT","jackets","accessories","none"
"TOMAHAWK HIGH","WI","jackets","accessories","none"
"BARNES COUNTY NORTH HIGH SCHOOL","ND","jackets","accessories","none"
"ARCADIA HIGH SCHOOL","NY","jackets","accessories","none"
"RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL","NY","jackets","accessories","none"
"ANAMOSA HIGH SCHOOL","IA","jackets","accessories","none"
"TACONIC HIGH","MA","jackets","accessories","none"
"BROOKFIELD HIGH","MO","jackets","accessories","none"
"BELTON H S","TX","jackets","accessories","none"
"PORT JERVIS SENIOR HIGH SCHOOL","NY","jackets","accessories","none"
"SOUTH JEFFERSON HIGH SCHOOL","NY","jackets","accessories","none"
"SIMSBURY HIGH SCHOOL","CT","jackets","accessories","none"
"NORTHBRIDGE HIGH","MA","jackets","accessories","none"
"GIRARD HS","PA","jackets","accessories","none"
"NEW LONDON HIGH","WI","jackets","accessories","none"
"CORNWALL CENTRAL HIGH SCHOOL","NY","jackets","accessories","none"
"CENTRAL HIGH SCHOOL","IA","jackets","accessories","none"
"SPENCER HIGH SCHOOL","IA","jackets","accessories","none"
"QUINCY HIGH","MA","jackets","accessories","none"
"ADM SENIOR HIGH SCHOOL","IA","jackets","accessories","none"
"MARINETTE HIGH","WI","jackets","accessories","none"
"LAINGSBURG HIGH SCHOOL","MI","jackets","accessories","none"
"SHAWANO HIGH","WI","jackets","accessories","none"
"HART HIGH SCHOOL","MI","jackets","accessories","none"
"PLYMOUTH-WHITEMARSH SHS","PA","jackets","accessories","none"
"LANDER VALLEY HIGH SCHOOL","WY","jackets","accessories","none"
"HORLICK HIGH","WI","jackets","accessories","none"
"BELLPORT SENIOR HIGH SCHOOL","NY","jackets","accessories","none"
"BOWLEGS HS","OK","jackets","accessories","none"
"DAVID PROUTY HIGH","MA","jackets","accessories","none"
"GRANDVIEW SR. HIGH","MO","jackets","accessories","none"
"WHITMAN HANSON REGIONAL","MA","jackets","accessories","none"
"OAK CREEK HIGH","WI","jackets","accessories","none"
"KEYSTONE HIGH SCHOOL","OH","jackets","accessories","none"
"SHELBY CO HIGH SCH","AL","jackets","accessories","none"
"SOMERSET HIGH","WI","jackets","accessories","none"
"PEKIN COMMUNITY HIGH SCHOOL","IA","jackets","accessories","none"
"GRIFFIN HIGH SCHOOL","GA","jackets","accessories","none"
"JEFFERSON HIGH","WI","jackets","accessories","none"
"CEDAR GROVE-BELGIUM HIGH","WI","jackets","accessories","none"
"PLAINWELL HIGH SCHOOL","MI","jackets","accessories","none"
"UNIONVILLE-SEBEWAING HIGH SCHOOL","MI","jackets","accessories","none"
"BINGHAMTON HIGH SCHOOL","NY","jackets","accessories","none"
"OMRO HIGH","WI","jackets","accessories","none"
"CONNALLY HIGH SCHOOL","TX","jackets","accessories","none"
"HAVERLING SENIOR HIGH SCHOOL","NY","jackets","accessories","none"
"LOMIRA HIGH","WI","jackets","accessories","none"
"PLYMOUTH HIGH","WI","jackets","accessories","none"
"BROADVIEW HIGH SCHOOL","MT","jackets","accessories","none"
"LODI HIGH","WI","jackets","accessories","none"
"EDISON ACADEMY","MA","jackets","accessories","none"
"AUBURN SENIOR HIGH","MA","jackets","accessories","none"
"MARION L STEELE HIGH SCHOOL","OH","jackets","accessories","none"
"MARSHALLTOWN HIGH SCHOOL","IA","jackets","accessories","none"
"MERRILL HIGH","WI","jackets","accessories","none"
"ALMONT HIGH SCHOOL","MI","jackets","accessories","none"
"EASTERN YORK HS","PA","jackets","accessories","none"
"WASHBURN RURAL HIGH","KS","jackets","accessories","none"
"LAMPHERE HIGH SCHOOL","MI","jackets","accessories","none"
"POTOSI HIGH","WI","jackets","accessories","none"
"CLINTON HIGH","WI","jackets","accessories","none"
"MOUNTAIN RANGE HIGH SCHOOL","CO","jackets","accessories","none"
"CRESTON HIGH SCHOOL","IA","jackets","accessories","none"
"CENTERVILLE HIGH SCHOOL","IA","jackets","accessories","none"
"THORP HIGH","WI","jackets","accessories","none"
"NORTH FAYETTE HIGH SCHOOL","IA","jackets","accessories","none"
"CROSWELL-LEXINGTON HIGH SCHOOL","MI","jackets","accessories","none"
"NORTHLAND PINES HIGH","WI","jackets","accessories","none"
"BEAVER DAM HIGH","WI","jackets","accessories","none"
"WINNECONNE HIGH","WI","jackets","accessories","none"
"MENOMONIE HIGH","WI","jackets","accessories","none"
"FONDA-FULTONVILLE SENIOR HIGH SCHOOL","NY","masks","accessories","none"
"RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL","NY","masks","accessories","none"
"SOUTH JEFFERSON HIGH SCHOOL","NY","masks","accessories","none"
"BERRYVILLE HIGH SCHOOL","AR","masks","accessories","none"
"BANKS COUNTY HIGH SCHOOL","GA","masks","accessories","none"
"WESTHILL HIGH SCHOOL","CT","masks","accessories","none"
"SHADOW HILLS HIGH","CA","masks","accessories","none"
"NISKAYUNA HIGH SCHOOL","NY","masks","accessories","none"
"EXCELSIOR SPRINGS HIGH","MO","masks","accessories","none"
"SOUTH SENIOR HIGH","MN","masks","accessories","none"
"EASTERN HIGH SCHOOL","MI","masks","accessories","none"
"KALKASKA HIGH SCHOOL","MI","masks","accessories","none"
"PARK HILL HIGH","MO","masks","accessories","none"
"PLAINWELL HIGH SCHOOL","MI","masks","accessories","none"
"BELLPORT SENIOR HIGH SCHOOL","NY","oversized belt buckle","accessories","none"
"SHELBY CO HIGH SCH","AL","oversized belt buckle","accessories","none"
"GRANBURY H S","TX","rings joining 2 or more fingers","accessories","none"
"WESTHILL HIGH SCHOOL","CT","rings joining 2 or more fingers","accessories","none"
"NEWPORT MIDDLE HIGH SCHOOL (HIGH)","NH","rings joining 2 or more fingers","accessories","none"
"BELLPORT SENIOR HIGH SCHOOL","NY","rings joining 2 or more fingers","accessories","none"
"MENCHVILLE HIGH","VA","rings joining 2 or more fingers","accessories","none"
"FREEPORT AREA SHS","PA","sharp accessories","accessories","none"
"MCGREGOR H S","TX","sharp accessories","accessories","none"
"CABOOL HIGH","MO","sharp accessories","accessories","none"
"WEST DELAWARE HIGH SCHOOL","IA","sharp accessories","accessories","none"
"EAST COWETA HIGH SCHOOL","GA","sharp accessories","accessories","none"
"GRANDVIEW SR. HIGH","MO","sharp accessories","accessories","none"
"LEOMINSTER HIGH SCHOOL","MA","sharp accessories","accessories","none"
"WHITE RIVER HIGH SCHOOL","WA","sharp accessories","accessories","none"
"KELSO HIGH SCHOOL","WA","sharp accessories","accessories","none"
"LAKER HIGH SCHOOL","MI","sharp accessories","accessories","none"
"WASHBURN RURAL HIGH","KS","sharp accessories","accessories","none"
"POTOSI HIGH","WI","sharp accessories","accessories","none"
"JUDITH GAP HIGH SCHOOL","MT","spiked studded accessories","accessories","none"
"MOHONASEN SENIOR HIGH SCHOOL","NY","spiked studded accessories","accessories","none"
"ARCADIA HIGH SCHOOL","NY","spiked studded accessories","accessories","none"
"NORTHGLENN HIGH SCHOOL","CO","spiked studded accessories","accessories","none"
"PARK VISTA COMMUNITY HIGH SCHOOL","FL","spiked studded accessories","accessories","none"
"LATHROP HIGH","CA","spiked studded accessories","accessories","none"
"DEL MAR HIGH","CA","spiked studded accessories","accessories","none"
"RIO RANCHO HIGH","NM","spiked studded accessories","accessories","none"
"JULIAN HIGH","CA","spiked studded accessories","accessories","none"
"RED RIVER HIGH SCHOOL","ND","spiked studded accessories","accessories","none"
"LATHROP HIGH SCHOOL","AK","spiked studded accessories","accessories","none"
"BEGGS HS","OK","spiked studded accessories","accessories","none"
"MILTON HIGH","WI","spiked studded accessories","accessories","none"
"PORT JERVIS SENIOR HIGH SCHOOL","NY","spiked studded accessories","accessories","none"
"ELKO HIGH SCHOOL","NV","spiked studded accessories","accessories","none"
"IRONTON HIGH SCHOOL","OH","spiked studded accessories","accessories","none"
"NORTHBRIDGE HIGH","MA","spiked studded accessories","accessories","none"
"HUNTLEY PROJECT HIGH SCHL","MT","spiked studded accessories","accessories","none"
"FRUITVALE H S","TX","spiked studded accessories","accessories","none"
"CEDAR CITY HIGH","UT","spiked studded accessories","accessories","none"
"HANOVER HIGH","KS","spiked studded accessories","accessories","none"
"ELGIN HS","OK","spiked studded accessories","accessories","none"
"BERRYVILLE HIGH SCHOOL","AR","spiked studded accessories","accessories","none"
"HENRIETTA H S","TX","spiked studded accessories","accessories","none"
"NORTH ANDREW HIGH","MO","spiked studded accessories","accessories","none"
"BANKS COUNTY HIGH SCHOOL","GA","spiked studded accessories","accessories","none"
"CORNWALL CENTRAL HIGH SCHOOL","NY","spiked studded accessories","accessories","none"
"NANTUCKET HIGH","MA","spiked studded accessories","accessories","none"
"PELLA HIGH SCHOOL","IA","spiked studded accessories","accessories","none"
"MCGREGOR H S","TX","spiked studded accessories","accessories","none"
"WESTHILL HIGH SCHOOL","CT","spiked studded accessories","accessories","none"
"CURRITUCK COUNTY HIGH","NC","spiked studded accessories","accessories","none"
"BASTROP H S","TX","spiked studded accessories","accessories","none"
"PORTSMOUTH HIGH SCHOOL","NH","spiked studded accessories","accessories","none"
"SHADOW HILLS HIGH","CA","spiked studded accessories","accessories","none"
"SHAWANO HIGH","WI","spiked studded accessories","accessories","none"
"LAUREL HIGH SCHOOL","MT","spiked studded accessories","accessories","none"
